Pair ID,Drug_A,Drug_B,MW_A,LogP_A,HBD_A,HBA_A,TPSA_A,MW_B,LogP_B,HBD_B,HBA_B,TPSA_B,Avg_MW,Avg_LogP,Sum_HBD,Sum_HBA,Avg_TPSA,raw_cluster,Cluster,Route_Prediction,MBA_Strategy
118,Goserelin,Tucatinib,1269.4,-2.0,17,16,496.0,480.5,3.62,2,8,111.0,874.95,0.81,19,24,303.5,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
119,Goserelin,Epirubicin,1269.4,-2.0,17,16,496.0,543.5,-0.5,6,12,206.0,906.45,-1.25,23,28,351.0,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
120,Goserelin,Megestrol acetate,1269.4,-2.0,17,16,496.0,384.5,3.2,0,4,60.4,826.95,0.6000000000000001,17,20,278.2,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
121,Goserelin,Toremifene,1269.4,-2.0,17,16,496.0,406.0,6.8,0,2,12.5,837.7,2.4,17,18,254.25,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
122,Goserelin,Fluoxymesterone,1269.4,-2.0,17,16,496.0,336.4,2.38,2,4,57.5,802.9000000000001,0.1899999999999999,19,20,276.75,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
123,Goserelin,Thiotepa,1269.4,-2.0,17,16,496.0,189.22,0.53,4,3,41.1,729.3100000000001,-0.735,21,19,268.55,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
124,Goserelin,methyltestosterone,1269.4,-2.0,17,16,496.0,302.5,3.36,1,2,37.3,785.95,0.6799999999999999,18,18,266.65,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
125,Goserelin,Pamidronate,1269.4,-2.0,17,16,496.0,235.07,-4.7,6,8,161.0,752.235,-3.35,23,24,328.5,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
126,Paclitaxel,Anastrozole,853.9,3.0,4,14,221.0,293.4,1.58,0,4,78.3,573.65,2.29,4,18,149.65,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
127,Paclitaxel,Gemcitabine,853.9,3.0,4,14,221.0,1269.4,-2.0,17,16,496.0,1061.65,0.5,21,30,358.5,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
128,Paclitaxel,Docetaxel,853.9,3.0,4,14,221.0,807.9,2.4,5,14,224.0,830.9,2.7,9,28,222.5,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
129,Paclitaxel,Letrozole,853.9,3.0,4,14,221.0,285.3,2.5,0,4,78.3,569.6,2.75,4,18,149.65,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
130,Paclitaxel,Capecitabine,853.9,3.0,4,14,221.0,359.35,0.4,7,7,121.0,606.625,1.7,11,21,171.0,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
131,Paclitaxel,Exemestane,853.9,3.0,4,14,221.0,296.4,3.7,0,2,34.1,575.15,3.35,4,16,127.55,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
132,Paclitaxel,Fulvestrant,853.9,3.0,4,14,221.0,606.8,8.9,2,9,76.7,730.3499999999999,5.95,6,23,148.85,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
133,Paclitaxel,Lapatinib,853.9,3.0,4,14,221.0,581.1,5.4,2,9,115.0,717.5,4.2,6,23,168.0,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
134,Paclitaxel,Palbociclib,853.9,3.0,4,14,221.0,447.5,0.99,2,8,103.0,650.7,1.995,6,22,162.0,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
135,Paclitaxel,Tucatinib,853.9,3.0,4,14,221.0,480.5,3.62,2,8,111.0,667.2,3.31,6,22,166.0,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
136,Paclitaxel,Epirubicin,853.9,3.0,4,14,221.0,543.5,-0.5,6,12,206.0,698.7,1.25,10,26,213.5,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
137,Paclitaxel,Megestrol acetate,853.9,3.0,4,14,221.0,384.5,3.2,0,4,60.4,619.2,3.1,4,18,140.7,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
138,Paclitaxel,Toremifene,853.9,3.0,4,14,221.0,406.0,6.8,0,2,12.5,629.95,4.9,4,16,116.75,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
139,Paclitaxel,Fluoxymesterone,853.9,3.0,4,14,221.0,336.4,2.38,2,4,57.5,595.15,2.69,6,18,139.25,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
140,Paclitaxel,Thiotepa,853.9,3.0,4,14,221.0,189.22,0.53,4,3,41.1,521.56,1.765,8,17,131.05,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
141,Paclitaxel,methyltestosterone,853.9,3.0,4,14,221.0,302.5,3.36,1,2,37.3,578.2,3.18,5,16,129.15,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
142,Paclitaxel,Pamidronate,853.9,3.0,4,14,221.0,235.07,-4.7,6,8,161.0,544.485,-0.8500000000000001,10,22,191.0,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
143,Anastrozole,Gemcitabine,293.4,1.58,0,4,78.3,1269.4,-2.0,17,16,496.0,781.4000000000001,-0.21,17,20,287.15,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
144,Anastrozole,Docetaxel,293.4,1.58,0,4,78.3,807.9,2.4,5,14,224.0,550.65,1.99,5,18,151.15,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
145,Anastrozole,Letrozole,293.4,1.58,0,4,78.3,285.3,2.5,0,4,78.3,289.35,2.04,0,8,78.3,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
146,Anastrozole,Capecitabine,293.4,1.58,0,4,78.3,359.35,0.4,7,7,121.0,326.375,0.99,7,11,99.65,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
147,Anastrozole,Exemestane,293.4,1.58,0,4,78.3,296.4,3.7,0,2,34.1,294.9,2.64,0,6,56.2,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
148,Anastrozole,Fulvestrant,293.4,1.58,0,4,78.3,606.8,8.9,2,9,76.7,450.1,5.24,2,13,77.5,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
149,Anastrozole,Lapatinib,293.4,1.58,0,4,78.3,581.1,5.4,2,9,115.0,437.25,3.49,2,13,96.65,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
150,Anastrozole,Palbociclib,293.4,1.58,0,4,78.3,447.5,0.99,2,8,103.0,370.45,1.285,2,12,90.65,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
151,Anastrozole,Tucatinib,293.4,1.58,0,4,78.3,480.5,3.62,2,8,111.0,386.95,2.6,2,12,94.65,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
152,Anastrozole,Epirubicin,293.4,1.58,0,4,78.3,543.5,-0.5,6,12,206.0,418.45,0.54,6,16,142.15,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
153,Anastrozole,Megestrol acetate,293.4,1.58,0,4,78.3,384.5,3.2,0,4,60.4,338.95,2.39,0,8,69.35,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
154,Anastrozole,Toremifene,293.4,1.58,0,4,78.3,406.0,6.8,0,2,12.5,349.7,4.19,0,6,45.4,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
155,Anastrozole,Fluoxymesterone,293.4,1.58,0,4,78.3,336.4,2.38,2,4,57.5,314.9,1.98,2,8,67.9,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
156,Anastrozole,Thiotepa,293.4,1.58,0,4,78.3,189.22,0.53,4,3,41.1,241.31,1.055,4,7,59.7,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
157,Anastrozole,methyltestosterone,293.4,1.58,0,4,78.3,302.5,3.36,1,2,37.3,297.95,2.47,1,6,57.8,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
158,Anastrozole,Pamidronate,293.4,1.58,0,4,78.3,235.07,-4.7,6,8,161.0,264.235,-1.56,6,12,119.65,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
159,Gemcitabine,Docetaxel,1269.4,-2.0,17,16,496.0,807.9,2.4,5,14,224.0,1038.65,0.2,22,30,360.0,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
160,Gemcitabine,Letrozole,1269.4,-2.0,17,16,496.0,285.3,2.5,0,4,78.3,777.35,0.25,17,20,287.15,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
161,Gemcitabine,Capecitabine,1269.4,-2.0,17,16,496.0,359.35,0.4,7,7,121.0,814.375,-0.8,24,23,308.5,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
162,Gemcitabine,Exemestane,1269.4,-2.0,17,16,496.0,296.4,3.7,0,2,34.1,782.9000000000001,0.8500000000000001,17,18,265.05,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
163,Gemcitabine,Fulvestrant,1269.4,-2.0,17,16,496.0,606.8,8.9,2,9,76.7,938.1,3.45,19,25,286.35,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
164,Gemcitabine,Lapatinib,1269.4,-2.0,17,16,496.0,581.1,5.4,2,9,115.0,925.25,1.7,19,25,305.5,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
165,Gemcitabine,Palbociclib,1269.4,-2.0,17,16,496.0,447.5,0.99,2,8,103.0,858.45,-0.505,19,24,299.5,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
166,Gemcitabine,Tucatinib,1269.4,-2.0,17,16,496.0,480.5,3.62,2,8,111.0,874.95,0.81,19,24,303.5,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
167,Gemcitabine,Epirubicin,1269.4,-2.0,17,16,496.0,543.5,-0.5,6,12,206.0,906.45,-1.25,23,28,351.0,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
168,Gemcitabine,Megestrol acetate,1269.4,-2.0,17,16,496.0,384.5,3.2,0,4,60.4,826.95,0.6000000000000001,17,20,278.2,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
169,Gemcitabine,Toremifene,1269.4,-2.0,17,16,496.0,406.0,6.8,0,2,12.5,837.7,2.4,17,18,254.25,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
170,Gemcitabine,Fluoxymesterone,1269.4,-2.0,17,16,496.0,336.4,2.38,2,4,57.5,802.9000000000001,0.1899999999999999,19,20,276.75,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
171,Gemcitabine,Thiotepa,1269.4,-2.0,17,16,496.0,189.22,0.53,4,3,41.1,729.3100000000001,-0.735,21,19,268.55,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
172,Gemcitabine,methyltestosterone,1269.4,-2.0,17,16,496.0,302.5,3.36,1,2,37.3,785.95,0.6799999999999999,18,18,266.65,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
173,Gemcitabine,Pamidronate,1269.4,-2.0,17,16,496.0,235.07,-4.7,6,8,161.0,752.235,-3.35,23,24,328.5,1,4,Route: Complex Chemotherapy IV,Target: Specialized Oncology Centers. MBA: High barrier to entry for generics.
174,Docetaxel,Letrozole,807.9,2.4,5,14,224.0,285.3,2.5,0,4,78.3,546.6,2.45,5,18,151.15,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
175,Docetaxel,Capecitabine,807.9,2.4,5,14,224.0,359.35,0.4,7,7,121.0,583.625,1.4,12,21,172.5,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
176,Docetaxel,Exemestane,807.9,2.4,5,14,224.0,296.4,3.7,0,2,34.1,552.15,3.05,5,16,129.05,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
177,Docetaxel,Fulvestrant,807.9,2.4,5,14,224.0,606.8,8.9,2,9,76.7,707.3499999999999,5.65,7,23,150.35,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
178,Docetaxel,Lapatinib,807.9,2.4,5,14,224.0,581.1,5.4,2,9,115.0,694.5,3.9,7,23,169.5,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
179,Docetaxel,Palbociclib,807.9,2.4,5,14,224.0,447.5,0.99,2,8,103.0,627.7,1.695,7,22,163.5,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
180,Docetaxel,Tucatinib,807.9,2.4,5,14,224.0,480.5,3.62,2,8,111.0,644.2,3.01,7,22,167.5,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
181,Docetaxel,Epirubicin,807.9,2.4,5,14,224.0,543.5,-0.5,6,12,206.0,675.7,0.95,11,26,215.0,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
182,Docetaxel,Megestrol acetate,807.9,2.4,5,14,224.0,384.5,3.2,0,4,60.4,596.2,2.8,5,18,142.2,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
183,Docetaxel,Toremifene,807.9,2.4,5,14,224.0,406.0,6.8,0,2,12.5,606.95,4.6,5,16,118.25,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
184,Docetaxel,Fluoxymesterone,807.9,2.4,5,14,224.0,336.4,2.38,2,4,57.5,572.15,2.39,7,18,140.75,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
185,Docetaxel,Thiotepa,807.9,2.4,5,14,224.0,189.22,0.53,4,3,41.1,498.56,1.465,9,17,132.55,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
186,Docetaxel,methyltestosterone,807.9,2.4,5,14,224.0,302.5,3.36,1,2,37.3,555.2,2.88,6,16,130.65,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
187,Docetaxel,Pamidronate,807.9,2.4,5,14,224.0,235.07,-4.7,6,8,161.0,521.485,-1.15,11,22,192.5,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
188,Letrozole,Capecitabine,285.3,2.5,0,4,78.3,359.35,0.4,7,7,121.0,322.325,1.45,7,11,99.65,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
189,Letrozole,Exemestane,285.3,2.5,0,4,78.3,296.4,3.7,0,2,34.1,290.85,3.1,0,6,56.2,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
190,Letrozole,Fulvestrant,285.3,2.5,0,4,78.3,606.8,8.9,2,9,76.7,446.05,5.7,2,13,77.5,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
191,Letrozole,Lapatinib,285.3,2.5,0,4,78.3,581.1,5.4,2,9,115.0,433.2,3.95,2,13,96.65,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
192,Letrozole,Palbociclib,285.3,2.5,0,4,78.3,447.5,0.99,2,8,103.0,366.4,1.745,2,12,90.65,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
193,Letrozole,Tucatinib,285.3,2.5,0,4,78.3,480.5,3.62,2,8,111.0,382.9,3.06,2,12,94.65,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
194,Letrozole,Epirubicin,285.3,2.5,0,4,78.3,543.5,-0.5,6,12,206.0,414.4,1.0,6,16,142.15,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
195,Letrozole,Megestrol acetate,285.3,2.5,0,4,78.3,384.5,3.2,0,4,60.4,334.9,2.85,0,8,69.35,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
196,Letrozole,Toremifene,285.3,2.5,0,4,78.3,406.0,6.8,0,2,12.5,345.65,4.65,0,6,45.4,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
198,Letrozole,Fluoxymesterone,285.3,2.5,0,4,78.3,336.4,2.38,2,4,57.5,310.85,2.44,2,8,67.9,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
199,Letrozole,Thiotepa,285.3,2.5,0,4,78.3,189.22,0.53,4,3,41.1,237.26,1.515,4,7,59.7,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
200,Letrozole,methyltestosterone,285.3,2.5,0,4,78.3,302.5,3.36,1,2,37.3,293.9,2.93,1,6,57.8,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
201,Letrozole,Pamidronate,285.3,2.5,0,4,78.3,235.07,-4.7,6,8,161.0,260.185,-1.1,6,12,119.65,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
202,Capecitabine,Exemestane,359.35,0.4,7,7,121.0,296.4,3.7,0,2,34.1,327.875,2.05,7,9,77.55,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
203,Capecitabine,Fulvestrant,359.35,0.4,7,7,121.0,606.8,8.9,2,9,76.7,483.075,4.65,9,16,98.85,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
204,Capecitabine,Lapatinib,359.35,0.4,7,7,121.0,581.1,5.4,2,9,115.0,470.225,2.9,9,16,118.0,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
205,Capecitabine,Palbociclib,359.35,0.4,7,7,121.0,447.5,0.99,2,8,103.0,403.425,0.6950000000000001,9,15,112.0,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
206,Capecitabine,Tucatinib,359.35,0.4,7,7,121.0,480.5,3.62,2,8,111.0,419.925,2.01,9,15,116.0,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
207,Capecitabine,Epirubicin,359.35,0.4,7,7,121.0,543.5,-0.5,6,12,206.0,451.425,-0.04999999999999999,13,19,163.5,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
208,Capecitabine,Megestrol acetate,359.35,0.4,7,7,121.0,384.5,3.2,0,4,60.4,371.925,1.8,7,11,90.7,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
209,Capecitabine,Toremifene,359.35,0.4,7,7,121.0,406.0,6.8,0,2,12.5,382.675,3.6,7,9,66.75,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
210,Capecitabine,Fluoxymesterone,359.35,0.4,7,7,121.0,336.4,2.38,2,4,57.5,347.875,1.39,9,11,89.25,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
211,Capecitabine,Thiotepa,359.35,0.4,7,7,121.0,189.22,0.53,4,3,41.1,274.285,0.465,11,10,81.05,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
212,Capecitabine,methyltestosterone,359.35,0.4,7,7,121.0,302.5,3.36,1,2,37.3,330.925,1.88,8,9,79.15,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
213,Capecitabine,Pamidronate,359.35,0.4,7,7,121.0,235.07,-4.7,6,8,161.0,297.21,-2.15,13,15,141.0,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
214,Exemestane,Fulvestrant,296.4,3.7,0,2,34.1,606.8,8.9,2,9,76.7,451.6,6.300000000000001,2,11,55.40000000000001,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
215,Exemestane,Lapatinib,296.4,3.7,0,2,34.1,581.1,5.4,2,9,115.0,438.75,4.550000000000001,2,11,74.55,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
216,Exemestane,Palbociclib,296.4,3.7,0,2,34.1,447.5,0.99,2,8,103.0,371.95,2.345,2,10,68.55,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
217,Exemestane,Tucatinib,296.4,3.7,0,2,34.1,480.5,3.62,2,8,111.0,388.45,3.66,2,10,72.55,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
218,Exemestane,Epirubicin,296.4,3.7,0,2,34.1,543.5,-0.5,6,12,206.0,419.95,1.6,6,14,120.05,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
219,Exemestane,Megestrol acetate,296.4,3.7,0,2,34.1,384.5,3.2,0,4,60.4,340.45,3.45,0,6,47.25,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
220,Exemestane,Toremifene,296.4,3.7,0,2,34.1,406.0,6.8,0,2,12.5,351.2,5.25,0,4,23.3,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
221,Exemestane,Fluoxymesterone,296.4,3.7,0,2,34.1,336.4,2.38,2,4,57.5,316.4,3.04,2,6,45.8,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
222,Exemestane,Thiotepa,296.4,3.7,0,2,34.1,189.22,0.53,4,3,41.1,242.81,2.115,4,5,37.6,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
223,Exemestane,methyltestosterone,296.4,3.7,0,2,34.1,302.5,3.36,1,2,37.3,299.45,3.53,1,4,35.7,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
224,Exemestane,Pamidronate,296.4,3.7,0,2,34.1,235.07,-4.7,6,8,161.0,265.735,-0.5,6,10,97.55,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
225,Fulvestrant,Lapatinib,606.8,8.9,2,9,76.7,581.1,5.4,2,9,115.0,593.95,7.15,4,18,95.85,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
226,Fulvestrant,Palbociclib,606.8,8.9,2,9,76.7,447.5,0.99,2,8,103.0,527.15,4.945,4,17,89.85,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
227,Fulvestrant,Epirubicin,606.8,8.9,2,9,76.7,543.5,-0.5,6,12,206.0,575.15,4.2,8,21,141.35,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
228,Fulvestrant,Megestrol acetate,606.8,8.9,2,9,76.7,384.5,3.2,0,4,60.4,495.65,6.050000000000001,2,13,68.55,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
229,Fulvestrant,Toremifene,606.8,8.9,2,9,76.7,406.0,6.8,0,2,12.5,506.4,7.85,2,11,44.6,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
230,Fulvestrant,Fluoxymesterone,606.8,8.9,2,9,76.7,336.4,2.38,2,4,57.5,471.6,5.640000000000001,4,13,67.1,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
231,Fulvestrant,Thiotepa,606.8,8.9,2,9,76.7,189.22,0.53,4,3,41.1,398.01,4.715,6,12,58.90000000000001,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
232,Fulvestrant,methyltestosterone,606.8,8.9,2,9,76.7,302.5,3.36,1,2,37.3,454.65,6.13,3,11,57.0,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
233,Fulvestrant,Pamidronate,606.8,8.9,2,9,76.7,235.07,-4.7,6,8,161.0,420.9349999999999,2.1,8,17,118.85,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
234,Lapatinib,Palbociclib,581.1,5.4,2,9,115.0,447.5,0.99,2,8,103.0,514.3,3.195,4,17,109.0,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
235,Lapatinib,Tucatinib,581.1,5.4,2,9,115.0,480.5,3.62,2,8,111.0,530.8,4.51,4,17,113.0,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
236,Lapatinib,Epirubicin,581.1,5.4,2,9,115.0,543.5,-0.5,6,12,206.0,562.3,2.45,8,21,160.5,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
